,Perpetrator Capacity,Aggressiveness,Anger,Autonomy violation,Betrayal,Callousness,Challenge authority,Coldness,Contempt,Vice Investment,Deception,Deliberateness,Lust,Disgust,Disrupt social order,Fairness violation,Guilt,Harm to life,Harm to others,Harm to property,Harm to society,Harm to the environment,Harm to the self,Hate,Hedonism,Impulsivity,Injustice,Irresponsibility,Norm violation,Oppression,Perceived harm,Psychological harm,Self-indulgence,Selfish,Sense of dirtiness,Sexual relevance,Shame,Premeditation,Risk,Unjust-gain
Abuse,19.6666666666667,93.0,77.6666666666667,64.1666666666667,68.8333333333333,92.5,23.5,89.8333333333333,65.6666666666667,37.3333333333333,31.0,65.8333333333333,45.6666666666667,68.1666666666667,58.6666666666667,69.1666666666667,70.8333333333333,55.8333333333333,81.8333333333333,32.6666666666667,57.5,19.5,64.3333333333333,92.6666666666667,46.1666666666667,59.0,71.0,85.5,78.8333333333333,95.3333333333333,42.0,95.3333333333333,46.0,16.1666666666667,52.5,46.1666666666667,66.8333333333333,54.6666666666667,54.5,4.16666666666667
Arson,67.0,68.0,80.6666666666667,83.5,49.1666666666667,61.1666666666667,65.6666666666667,83.6666666666667,66.0,70.0,54.1666666666667,88.3333333333333,43.6666666666667,60.1666666666667,65.1666666666667,88.1666666666667,68.5,74.8333333333333,73.6666666666667,91.8333333333333,58.6666666666667,63.1666666666667,40.0,68.4,46.6666666666667,62.6,63.5,87.6,90.6,54.6666666666667,82.8333333333333,62.8333333333333,49.3333333333333,65.3333333333333,71.0,19.0,46.3333333333333,63.1666666666667,91.5,40.0
Be arrogant,39.6666666666667,47.3333333333333,43.0,13.6666666666667,34.3333333333333,51.6666666666667,55.1666666666667,59.1666666666667,57.1666666666667,40.5,39.5,45.0,44.3333333333333,47.1666666666667,53.5,38.8333333333333,27.5,24.8333333333333,41.5,30.1666666666667,40.0,39.3333333333333,32.3333333333333,36.0,34.3333333333333,36.0,36.8333333333333,43.5,46.0,33.1666666666667,22.5,53.8333333333333,65.8333333333333,54.0,37.8333333333333,41.5,45.0,29.3333333333333,40.0,25.6666666666667
Be jealous,24.6666666666667,40.6666666666667,60.5,45.6666666666667,61.0,63.5,25.6666666666667,35.6666666666667,44.5,30.0,38.8333333333333,55.8333333333333,45.8333333333333,47.5,20.5,63.0,52.6666666666667,19.1666666666667,58.6666666666667,20.8333333333333,47.3333333333333,18.8333333333333,36.3333333333333,81.8333333333333,26.1666666666667,46.6666666666667,34.1666666666667,16.6666666666667,40.8333333333333,47.6666666666667,44.6666666666667,54.0,63.3333333333333,49.5,15.6666666666667,22.8333333333333,49.0,22.8333333333333,32.8333333333333,23.3333333333333
Be lazy,8.33333333333333,3.5,30.6666666666667,27.8333333333333,16.8333333333333,32.0,10.6666666666667,12.6666666666667,25.6666666666667,17.5,6.5,59.0,42.5,62.5,9.33333333333333,33.5,40.1666666666667,6.16666666666667,9.5,17.8333333333333,34.3333333333333,37.0,60.1666666666667,37.0,50.0,23.3333333333333,16.5,34.3333333333333,32.0,7.66666666666667,49.3333333333333,10.5,75.1666666666667,36.8333333333333,80.8333333333333,6.66666666666667,44.0,2.16666666666667,6.5,10.8333333333333
Be rude,16.0,45.5,77.6666666666667,21.0,14.8333333333333,50.5,28.8333333333333,61.8333333333333,50.8333333333333,18.5,21.1666666666667,24.1666666666667,30.0,56.3333333333333,30.1666666666667,31.3333333333333,43.5,15.3333333333333,36.3333333333333,8.33333333333333,46.8333333333333,11.8333333333333,21.6666666666667,35.0,13.8333333333333,55.3333333333333,62.0,47.3333333333333,46.0,36.0,27.8333333333333,38.6666666666667,25.1666666666667,42.8333333333333,33.5,14.1666666666667,34.6666666666667,8.16666666666667,26.5,16.8333333333333
Be tardy,12.8333333333333,20.1666666666667,36.6666666666667,8.83333333333333,38.5,44.6666666666667,19.1666666666667,21.5,26.5,6.0,8.5,24.3333333333333,33.5,24.0,35.5,18.5,23.1666666666667,23.3333333333333,33.6666666666667,19.1666666666667,4.83333333333333,0.666666666666667,25.8333333333333,16.6,20.6666666666667,33.6,24.5,43.4,37.2,8.33333333333333,14.6666666666667,12.1666666666667,52.3333333333333,56.6666666666667,13.1666666666667,8.5,16.8333333333333,2.83333333333333,27.0,8.33333333333333
Bestiality,60.3333333333333,76.8333333333333,72.8333333333333,76.6666666666667,61.1666666666667,78.6666666666667,52.6666666666667,76.5,63.0,29.0,67.8333333333333,98.1666666666667,60.8333333333333,89.8333333333333,54.1666666666667,72.6666666666667,77.5,71.0,73.5,45.1666666666667,55.1666666666667,58.0,73.5,60.8,83.8333333333333,73.8,83.1666666666667,66.2,90.8,47.3333333333333,84.8333333333333,82.1666666666667,78.5,68.3333333333333,95.0,96.8333333333333,97.5,61.1666666666667,72.5,18.5
Binge eating,9.83333333333333,2.33333333333333,32.6666666666667,17.5,21.5,5.33333333333333,10.6666666666667,8.83333333333333,34.3333333333333,48.3333333333333,34.3333333333333,52.6666666666667,91.5,56.6666666666667,5.5,8.5,61.3333333333333,44.8333333333333,6.16666666666667,3.33333333333333,7.0,5.33333333333333,77.8333333333333,17.6666666666667,41.3333333333333,65.1666666666667,28.5,50.0,17.1666666666667,20.1666666666667,21.8333333333333,51.6666666666667,79.5,49.8333333333333,49.5,9.66666666666667,58.5,20.6666666666667,50.1666666666667,3.0
Bribe,20.1666666666667,56.5,59.6666666666667,43.6666666666667,66.3333333333333,70.3333333333333,43.0,39.3333333333333,82.5,92.6666666666667,89.8333333333333,82.3333333333333,65.1666666666667,47.6666666666667,65.3333333333333,86.5,66.6666666666667,22.5,52.5,50.6666666666667,72.0,8.83333333333333,42.6666666666667,50.25,51.0,28.25,62.75,50.75,78.5,45.8333333333333,47.75,29.3333333333333,41.1666666666667,89.1666666666667,42.5,11.8333333333333,73.6666666666667,63.0,84.1666666666667,68.0
Bully,38.3333333333333,78.3333333333333,79.5,70.5,50.6666666666667,84.3333333333333,43.8333333333333,76.8333333333333,77.5,15.6666666666667,32.6666666666667,72.1666666666667,45.3333333333333,60.6666666666667,26.6666666666667,71.6666666666667,40.5,58.5,75.8333333333333,27.8333333333333,61.5,19.0,28.3333333333333,73.3333333333333,56.8333333333333,55.3333333333333,59.3333333333333,67.0,77.6666666666667,58.1666666666667,67.0,90.6666666666667,49.0,52.5,43.8333333333333,10.1666666666667,63.6666666666667,50.1666666666667,57.8333333333333,9.83333333333333
Cheat in exams,32.1666666666667,25.1666666666667,48.8333333333333,49.5,75.5,16.6666666666667,66.0,37.1666666666667,51.0,29.0,74.6666666666667,92.1666666666667,70.8333333333333,46.3333333333333,23.1666666666667,58.3333333333333,71.0,6.33333333333333,23.6666666666667,33.5,31.3333333333333,0.833333333333333,34.6666666666667,10.75,37.0,31.75,62.5,58.0,58.25,27.1666666666667,36.5,17.0,49.0,81.8333333333333,16.3333333333333,1.0,57.3333333333333,72.1666666666667,55.3333333333333,41.1666666666667
Commit terrorism,80.1666666666667,97.5,100.0,93.3333333333333,89.5,97.0,92.6666666666667,97.8333333333333,92.8333333333333,79.1666666666667,85.6666666666667,98.0,62.8333333333333,88.0,95.6666666666667,79.6666666666667,86.1666666666667,97.6666666666667,98.1666666666667,89.5,98.5,78.1666666666667,74.3333333333333,97.6,37.0,53.8,71.6666666666667,87.4,99.2,72.0,98.0,95.6666666666667,27.8333333333333,83.8333333333333,77.6666666666667,17.5,55.3333333333333,90.6666666666667,90.6666666666667,63.1666666666667
Conceal criminal proceeds,71.6666666666667,53.8333333333333,67.0,21.3333333333333,62.5,54.5,71.5,35.5,63.3333333333333,82.5,89.5,93.1666666666667,76.3333333333333,63.0,69.3333333333333,78.0,86.0,35.3333333333333,63.1666666666667,42.5,78.8333333333333,10.5,54.0,57.6,40.1666666666667,30.8,83.0,75.4,70.0,59.6666666666667,39.3333333333333,43.6666666666667,46.8333333333333,93.6666666666667,71.8333333333333,24.5,76.1666666666667,88.3333333333333,65.1666666666667,69.6666666666667
Corporal punishment,42.0,67.8333333333333,59.8333333333333,72.6666666666667,57.8333333333333,66.5,38.1666666666667,82.1666666666667,68.0,50.3333333333333,45.3333333333333,72.3333333333333,34.1666666666667,60.6666666666667,61.5,57.1666666666667,65.8333333333333,53.0,65.0,17.3333333333333,58.5,16.0,25.5,83.6666666666667,43.3333333333333,47.0,48.3333333333333,75.0,88.6666666666667,64.8333333333333,62.5,85.6666666666667,69.5,39.6666666666667,37.8333333333333,25.5,56.8333333333333,37.6666666666667,40.0,3.5
Corruption,49.3333333333333,31.6666666666667,40.6666666666667,32.1666666666667,90.6666666666667,67.3333333333333,56.8333333333333,44.1666666666667,72.5,59.6666666666667,73.8333333333333,81.0,60.3333333333333,64.0,39.6666666666667,80.3333333333333,61.8333333333333,30.8333333333333,71.5,66.5,42.1666666666667,17.0,32.0,41.0,61.5,43.6,88.0,63.2,74.8,38.8333333333333,86.0,46.0,52.1666666666667,90.6666666666667,61.0,7.0,51.0,96.0,69.6666666666667,91.6666666666667
Counterfeit currency,79.1666666666667,35.6666666666667,53.0,37.0,64.3333333333333,37.6666666666667,87.5,24.8333333333333,58.5,60.0,87.3333333333333,93.3333333333333,63.6666666666667,53.8333333333333,72.8333333333333,68.8333333333333,45.5,40.3333333333333,70.1666666666667,41.0,68.5,8.16666666666667,26.1666666666667,51.4,50.5,30.2,85.5,89.4,77.8,29.6666666666667,84.5,15.8333333333333,45.6666666666667,88.5,58.5,3.66666666666667,46.5,80.3333333333333,67.6666666666667,79.6666666666667
Cut corners in construction,40.3333333333333,42.6666666666667,65.0,59.1666666666667,63.5,54.3333333333333,48.3333333333333,61.8333333333333,76.0,37.8333333333333,81.5,84.8333333333333,51.3333333333333,52.5,34.6666666666667,74.1666666666667,61.6666666666667,60.0,74.6666666666667,69.8333333333333,74.5,43.3333333333333,8.83333333333333,22.75,39.8333333333333,46.0,34.0,81.0,67.0,18.3333333333333,72.0,36.5,58.1666666666667,79.3333333333333,64.5,12.0,54.1666666666667,57.1666666666667,60.3333333333333,63.1666666666667
Defame,44.0,57.1666666666667,55.3333333333333,44.0,91.0,73.0,67.1666666666667,67.3333333333333,61.1666666666667,56.1666666666667,78.0,91.3333333333333,34.1666666666667,75.0,67.6666666666667,77.6666666666667,48.3333333333333,62.5,63.1666666666667,34.5,74.1666666666667,7.0,32.0,62.3333333333333,38.0,47.0,67.6666666666667,68.6666666666667,77.6666666666667,58.0,17.6666666666667,77.5,43.5,77.6666666666667,61.6666666666667,55.0,68.3333333333333,54.6666666666667,62.0,46.3333333333333
Default on debt,14.6666666666667,34.3333333333333,33.1666666666667,64.1666666666667,13.3333333333333,22.5,35.0,20.0,23.1666666666667,58.5,45.6666666666667,72.6666666666667,30.0,30.6666666666667,36.0,30.0,49.5,8.5,24.6666666666667,53.6666666666667,25.5,0.333333333333333,39.0,24.0,8.33333333333333,25.1666666666667,51.8333333333333,64.5,45.1666666666667,13.1666666666667,36.6666666666667,46.1666666666667,26.3333333333333,50.1666666666667,31.8333333333333,11.0,54.3333333333333,29.3333333333333,57.5,42.1666666666667
Detain illegally,53.6666666666667,66.1666666666667,92.3333333333333,78.3333333333333,77.5,78.8333333333333,52.0,90.5,74.3333333333333,65.6666666666667,70.8333333333333,65.1666666666667,44.3333333333333,68.5,87.6666666666667,98.6666666666667,88.5,74.3333333333333,93.1666666666667,23.8333333333333,58.0,14.3333333333333,9.33333333333333,84.6,21.3333333333333,56.4,100.0,82.8,96.0,84.5,95.0,95.6666666666667,25.8333333333333,52.5,64.0,27.8333333333333,84.5,56.5,72.5,20.5
Distribute obscenities,32.3333333333333,25.0,45.3333333333333,27.0,51.0,32.0,57.1666666666667,32.0,37.6666666666667,47.0,47.8333333333333,57.1666666666667,50.8333333333333,52.3333333333333,49.0,42.8333333333333,60.5,14.5,56.8333333333333,49.1666666666667,34.5,11.0,42.1666666666667,48.6666666666667,60.0,36.3333333333333,42.25,61.6666666666667,60.3333333333333,37.3333333333333,58.25,67.6666666666667,43.5,56.8333333333333,55.5,80.1666666666667,64.1666666666667,60.8333333333333,54.5,59.1666666666667
Domestic violence,36.0,94.1666666666667,90.3333333333333,59.0,97.3333333333333,74.8333333333333,38.1666666666667,74.5,66.6666666666667,40.6666666666667,32.6666666666667,79.5,38.6666666666667,71.8333333333333,38.8333333333333,79.3333333333333,71.8333333333333,90.5,93.5,39.0,47.1666666666667,18.8333333333333,34.6666666666667,83.3333333333333,37.3333333333333,71.5,77.5,87.6666666666667,72.5,57.0,82.0,93.0,41.1666666666667,47.1666666666667,75.8333333333333,51.5,79.3333333333333,30.6666666666667,75.0,6.83333333333333
Dope in sports,43.0,40.6666666666667,41.3333333333333,57.8333333333333,88.1666666666667,37.8333333333333,82.5,51.1666666666667,80.5,54.8333333333333,94.1666666666667,91.1666666666667,57.8333333333333,64.8333333333333,58.6666666666667,83.8333333333333,61.1666666666667,51.1666666666667,30.5,25.6666666666667,48.0,5.83333333333333,78.8333333333333,15.3333333333333,63.8333333333333,43.5,52.3333333333333,51.6666666666667,68.0,11.1666666666667,40.8333333333333,50.5,70.8333333333333,93.8333333333333,50.1666666666667,8.66666666666667,76.8333333333333,77.0,81.8333333333333,63.0
Drug abuse,39.6666666666667,21.6666666666667,48.8333333333333,50.0,27.6666666666667,23.1666666666667,16.0,31.6666666666667,56.6666666666667,80.8333333333333,50.8333333333333,72.1666666666667,96.6666666666667,73.0,35.1666666666667,42.1666666666667,43.8333333333333,47.8333333333333,41.3333333333333,34.1666666666667,54.6666666666667,39.0,90.8333333333333,40.5,89.6666666666667,72.8333333333333,37.6666666666667,73.3333333333333,65.8333333333333,37.1666666666667,51.8333333333333,59.6666666666667,87.3333333333333,51.6666666666667,79.6666666666667,34.6666666666667,73.0,32.1666666666667,85.6666666666667,7.83333333333333
Drunk-driving,24.3333333333333,42.3333333333333,69.1666666666667,75.5,47.1666666666667,58.8333333333333,66.8333333333333,49.8333333333333,64.3333333333333,56.1666666666667,36.6666666666667,87.6666666666667,31.5,82.6666666666667,55.8333333333333,77.3333333333333,82.5,60.8333333333333,89.5,54.6666666666667,76.3333333333333,29.5,82.0,26.0,35.3333333333333,83.2,47.0,96.4,87.4,36.6666666666667,83.6666666666667,70.5,61.5,50.5,54.8333333333333,14.8333333333333,79.8333333333333,18.5,82.1666666666667,6.33333333333333
Electoral fraud,56.8333333333333,36.3333333333333,74.3333333333333,50.8333333333333,70.1666666666667,63.3333333333333,75.0,67.8333333333333,85.0,73.1666666666667,85.3333333333333,91.5,59.5,84.5,86.8333333333333,92.5,75.3333333333333,35.5,61.0,55.8333333333333,90.8333333333333,23.1666666666667,32.0,70.6666666666667,33.0,50.0,54.6666666666667,76.8333333333333,61.0,79.6666666666667,47.3333333333333,34.6666666666667,18.5,82.8333333333333,83.6666666666667,0.5,48.1666666666667,81.6666666666667,78.1666666666667,47.6666666666667
Engage in espionage,85.3333333333333,60.3333333333333,68.3333333333333,74.0,96.5,80.6666666666667,73.3333333333333,59.5,77.3333333333333,75.3333333333333,88.5,95.0,60.8333333333333,74.5,64.3333333333333,84.1666666666667,59.1666666666667,50.8333333333333,90.5,47.8333333333333,82.1666666666667,23.0,73.5,35.4,56.8333333333333,21.4,38.5,68.8,84.0,64.3333333333333,68.3333333333333,69.1666666666667,59.1666666666667,77.1666666666667,84.8333333333333,8.83333333333333,71.5,89.8333333333333,96.0,82.3333333333333
Engage in group fight,38.5,88.6666666666667,56.0,34.3333333333333,15.3333333333333,60.3333333333333,24.1666666666667,36.1666666666667,38.3333333333333,30.1666666666667,16.1666666666667,30.5,28.0,39.3333333333333,58.1666666666667,36.5,50.5,67.8333333333333,65.5,15.0,44.8333333333333,24.0,88.0,83.0,19.5,63.8333333333333,64.5,83.0,71.8333333333333,37.3333333333333,69.75,32.5,38.1666666666667,25.1666666666667,48.3333333333333,1.16666666666667,53.5,1.83333333333333,60.0,1.33333333333333
Engage in group orgy,48.6666666666667,28.1666666666667,56.0,20.1666666666667,63.5,56.0,54.8333333333333,56.0,58.8333333333333,42.6666666666667,42.6666666666667,63.0,54.0,67.1666666666667,54.0,26.6666666666667,76.6666666666667,48.6666666666667,53.8333333333333,42.3333333333333,50.1666666666667,30.6666666666667,30.1666666666667,24.8333333333333,58.0,67.1666666666667,12.25,47.6666666666667,51.0,48.8333333333333,21.75,49.3333333333333,57.3333333333333,53.3333333333333,68.0,56.1666666666667,61.6666666666667,51.0,52.6666666666667,22.6666666666667
Evade taxes,35.1666666666667,25.0,38.8333333333333,36.6666666666667,62.1666666666667,5.83333333333333,75.1666666666667,14.1666666666667,51.5,56.0,75.5,69.5,42.8333333333333,37.6666666666667,55.6666666666667,60.0,57.5,10.5,34.8333333333333,27.5,52.3333333333333,8.83333333333333,20.6666666666667,34.0,35.5,41.3333333333333,32.6666666666667,70.1666666666667,39.0,5.33333333333333,14.0,6.33333333333333,46.3333333333333,75.0,30.8333333333333,0.0,54.0,56.5,55.3333333333333,70.3333333333333
Extortion,63.1666666666667,51.5,72.5,70.1666666666667,38.8333333333333,69.6666666666667,48.8333333333333,68.5,68.1666666666667,61.1666666666667,74.0,75.8333333333333,58.5,47.8333333333333,53.6666666666667,86.3333333333333,69.6666666666667,31.6666666666667,70.1666666666667,75.8333333333333,41.6666666666667,22.8333333333333,25.6666666666667,66.1666666666667,37.3333333333333,48.1666666666667,59.6,57.8333333333333,79.5,63.1666666666667,46.4,63.0,41.6666666666667,73.1666666666667,34.6666666666667,22.5,61.0,65.8333333333333,54.8333333333333,75.1666666666667
