"","anger","betrayal","callousness","challenging authority","contempt","deception","desire","disgust","harm to others","harm to the self","hedonism","irresponsibility","norm violation","self-indulgence","sense of dirtiness","unjust-gain","harm to society","disrupting social order","psychological harm","self-interest","fairness violation","strategy","shame","guilt","autonomy violation","injustice","hate","impulsivity"
"Abuse",0.898018850096583,-0.95090741550483,0.580367001671356,-0.693112008665422,1.05375772464508,-1.17892827689044,0.362766930295583,0.824942692304636,0.903736722398397,-0.644705628685305,0.565464116442471,0.957390009767544,0.815384243446187,-0.373667921284066,0.467961866832484,-0.893408844593659,0.356329823186584,0.0265731219804345,1.06993689928621,-0.544354177361543,0.68524565869168,-0.0448222031149074,-0.155553283554047,0.484522006382928,1.70146427342574,0.997825205353169,1.50398900725123,0.385851115162999
"Arson",0.778273895039164,-0.0500236660554642,0.132741480108401,0.544144165634906,-0.462335402852685,-0.927092100122198,-0.588881740795906,-0.174362703657653,0.890574919637558,0.790150327965601,-1.0415801461086,0.799687481663771,0.866813624240293,-0.109017343242801,0.491873391272873,-0.973289961559427,0.984635310368487,1.00426106207076,0.376054894500948,-0.973986950506529,-0.461711040449453,0.40727443275451,0.681950744720117,0.852335246779864,0.376597758658886,0.344130848359429,1.57076656760511,0.993354282400082
"Be arrogant",-1.71127210240461,-1.3437169964937,-0.936263192599666,-1.53903594014256,-0.185849820422537,-0.265419080126725,-0.00672126999951158,-0.561422003404595,-1.6340538395619,-0.807900094446125,-0.0167114852378153,-1.76106860917242,-1.86495350464511,-1.36692441171054,-1.68673216885139,-0.672996132965891,-1.59550959829651,-1.68116300086296,-0.880426855422941,0.0250031118936418,-1.66445562882959,-0.777081754242797,-0.75663690384665,-1.07915582074045,-1.54837630379134,-1.86982872387989,-1.31683293706269,-1.39137334032664
"Be jealous",-1.01892098441636,-1.34026664206609,-0.206247652698609,-1.69745840513431,-0.489938185337019,-1.29399135765523,-1.4881090867849,-1.10980799355775,-1.28550980348783,-1.36990103590995,-1.4118934606022,-2.28834011311447,-2.02741911562113,-1.80866216666337,-1.00199909814038,-1.58095702990616,-1.51531639315571,-1.90621399655121,-0.301753794614022,-1.04488842641178,-1.71128705006872,-1.31583024532052,-0.665907300783615,-1.09141626208702,-0.846766886025025,-1.14216368964739,-0.220870833998446,-1.4494749090638
"Be lazy",-1.89936292360893,-1.39677959005115,-1.08129425475736,-1.21406479676182,-1.24510087628903,-0.887825289951438,-1.10368603603325,-1.96934122235762,-1.5272863976815,-0.470690660303386,-0.300060590735767,-1.61642682217474,-1.75221963501465,-0.484002920728322,-1.58619402732148,-1.006367028626,-1.21758955201264,-1.58637022653557,-1.28069651430983,-1.29505716776034,-1.58166469985797,-1.06145887727304,-1.01723796481846,-1.32329852233726,-1.27912923788711,-2.35597089568629,-0.934912000022147,-1.18762349520763
"Be rude",-0.862957716247828,-1.8066559791232,0.274586450577701,-1.82028031619534,-0.352473582019514,-1.38994962501003,-2.12298957969292,-1.53371745951347,-1.37296267072096,-1.88824745778276,-1.5704157980024,-2.51846753946732,-2.12934893929681,-1.04921302641755,-1.23358221234554,-1.45815566199926,-1.82208474179674,-1.59950881060581,-0.261540178427604,-1.8332524967965,-1.65276925582312,-1.69785190263018,-2.17428695170656,-1.9422908915386,-1.32756521799687,-1.10087773025831,-1.67767944780233,0.0617761886983706
"Be tardy",-1.424307551017,-0.940715599349443,-1.29733486150831,-0.846249160650536,-1.32365207818475,-0.780332397108984,-1.73157701892761,-1.06176086613952,-1.6885534524753,-0.757309810060271,-0.996398070995342,-1.54395681343158,-2.0173696963855,-0.524224694569763,-1.97133244641299,-1.22409130974719,-1.44279044079911,-1.71596642621847,-1.93526768087932,-1.61151693073141,-1.49603437079526,-1.01039101814753,-1.23977204015731,-1.2017602342061,-1.41838268070266,-0.0756097387628668,-1.90053089800178,-1.48536117210734
"Bestiality",0.487556196664467,-0.494523883252585,1.59222637394392,-0.740955287024821,1.1933468617037,0.0192091523385711,1.7034245297495,0.69383752303926,-0.802394219795854,0.0507907856894859,1.3664190843593,0.0417346947470782,0.867232350041778,1.73523393981339,1.75130744915073,-0.700306872768847,-0.462633880795343,-0.00831510113959925,1.13958198738477,0.152769720900811,-0.10337455646101,0.121268913913055,1.20138798578575,-0.0161034357500952,0.259069277510213,0.602168094541169,0.180220405423041,1.77964793872909
"Binge eating",-2.06514765382429,-1.47476754034583,-0.970923214256409,-1.30854128990593,-1.48075448197618,-0.986540588658647,0.0774667997868474,-1.73113382791973,-1.59373868800053,1.05138834285761,0.183448360467956,-1.44000484872977,-1.56137729856879,0.364600830698659,-1.43636211471682,-1.01517291802324,-1.46220660156221,-1.46164794282076,-1.20358230446005,-1.13025906725052,-1.39708779584066,-1.10523803577845,-1.3188708802745,-1.38488427304202,-1.35392008952718,-1.1235850079223,-1.30999524044199,1.20771062147266
"Bribe",-0.250897707329338,-0.3302986103286,-0.686451979808219,0.443914913799156,0.168820757833884,0.926219534083133,0.567971775568608,0.584005295806237,-0.149573104100971,-0.0878045142765047,0.0314941378312529,-0.438043603876659,0.358480501238011,-0.483448901804886,0.72062697508592,0.537160523924245,0.203947687789594,0.656355519408286,-0.331979715277016,1.13193773808336,1.13855530845597,0.260343026096949,0.139317926400815,-0.000236982242776204,0.276520476226228,1.81666339990322,-0.57997057181985,-1.19698941550746
"Bully",0.963334280127902,1.26035269677998,0.667566778599205,-0.0572313453795961,0.605521495645739,-0.931434103169927,0.550946046048138,0.841784918079281,1.41265976248417,0.157457937631343,0.534658156137978,0.0611196765096536,0.402027984592408,0.520262920099762,0.683165586795978,0.167868852237261,1.01496729940485,0.147046517441801,1.00200439532122,0.628688113360161,1.60376284929018,-0.35306990938951,-0.432976492919864,0.111050100749117,1.07108423817377,0.710074579308078,1.64026974266732,0.335866677352353
"Cheat in exams",-1.20613587153739,-0.336213503633066,-1.1776773898351,0.214291340945941,0.0688465008756983,0.667508519155993,-0.334839934529958,-1.06419363208475,-1.1856994658848,0.101909052170449,-0.658217084541571,0.099889640034804,0.0667681928704196,0.19827138348289,-0.776632980289724,-0.32821824320491,-1.0259422486136,-0.844542199047911,-1.34651931318274,0.227214791638535,0.798275623856003,0.576468173754126,-0.155553283554047,-0.484524415432075,-1.01771740405946,0.0267450355558899,-1.93785667720186,-0.609565466878072
"Commit terrorism",1.02359553997823,-0.235660317457152,0.176341368572326,1.64619647797413,-1.90921558322555,0.0203949935070682,-0.0427782661017582,0.0409771830324545,0.845135362487043,0.913218681952813,-0.392821291600876,0.926982195238014,0.549698617249303,-0.00105671061326881,0.100407576863087,0.314045862195027,1.54113445615817,1.78435939476977,1.01448179400866,-0.156788176546965,0.71652011521835,1.83842449760088,0.0826119244864188,-0.161374211369053,0.520837258250439,0.833932457475313,2.10684198266825,-0.199436746380464
"Conceal criminal proceeds",1.25181076276623,-0.148301893268122,-0.367203907611263,0.415982171484274,0.704397134395594,1.73021376508748,0.120822352899442,0.117569209769532,0.175450302965304,0.473804132798473,-0.235490851474356,0.0566462191798284,0.570742272913657,-0.250164318198142,0.386662683735164,1.35087015587316,0.109340769604734,0.244351952237521,-1.28343913092953,1.12107623539149,0.59006253013225,1.38544715399925,-0.00899007860606794,0.999460542938638,0.236632022018194,1.07038840670367,0.112090957645717,-0.732144002731925
"Corporal punishment",0.432257628801815,-0.610833549911823,0.829509221465209,0.222682900086756,-0.64219489810242,-1.19319485833297,-0.626901602958157,0.280778397633357,0.217756097553716,-0.267027007924548,-0.502475840779965,0.44328074554328,-0.334809790077174,-0.345102462066913,-0.303697186179474,-0.568993696100029,-0.39020851921871,-0.56487181672688,0.370162789565209,-0.99053781175128,0.248083146808011,-0.42851720511577,-0.272205630349377,-0.970563340242311,0.216331648001605,-0.233872583087667,0.490157679137943,1.33610471310165
"Corruption",0.802222886050647,0.9567821727231,-1.07817275549632,1.22143101164632,0.592997248070758,0.952561019239351,1.54883301415311,1.55589529092424,-0.0535650650732947,-0.666736881563015,0.24508212927574,0.201660794288324,0.856764205004663,0.45439433178727,0.706120650258751,1.89786561395304,1.49204615553401,0.944487723553388,-0.892342000959657,1.83793541305476,1.22826540712323,0.81868237139568,-0.557031777107974,1.00511920817551,-0.0454363327386202,1.50220200922308,-0.903353400234285,-1.01755810028976
"Counterfeit currency",0.159332439028087,1.00646727648061,-0.379661018600955,0.918419439761613,0.312661270396172,1.43154598401874,0.925768121506288,0.463235843525348,-0.059268512936325,-0.240799325927274,0.999314724064086,1.20095660414908,1.20849387825171,0.310222778797171,-0.117187295544446,1.19002110402372,0.877235308372369,0.768940775881111,-0.166018759587036,1.24624212355492,-0.154065571355581,1.18963646820386,0.116635525635057,-0.245445809174067,-0.109542777001533,1.7251461899241,0.064864441257294,-1.02909297055375
"Cut corners in construction",1.2280596973003,0.403148159425126,-0.253051472360261,0.727424779647523,0.0811809871237859,1.6745571805666,-0.257002209377764,1.00255161865544,0.648477517339701,-1.20550115648158,-1.28522728669868,1.34052847283962,0.271385534529218,-0.988512698551651,-0.444588856810696,1.80975432129989,1.46797752527268,0.661375244219176,-2.33286398114195,1.90924830951651,1.36493972672288,1.00957176913592,0.339335460426141,1.17899455818134,-0.408706183561791,-0.213229603393128,-0.178396671460431,-1.04831775432708
"Defame",0.42720345862082,1.4027651278798,-0.34637284978961,0.507995910874472,1.51133220841524,1.43893772730237,0.649516059061381,0.827281890328892,1.2145015098071,1.98680513170792,-0.0185655476635488,0.420953400477457,0.247518163844597,0.943703844965786,1.20762502285516,0.718477979894163,0.523155762886607,0.937460108818141,1.0084741576036,0.106933706273038,0.463151692053009,0.505228703859551,1.17136716124283,1.82656877839534,-0.0400941290500443,-0.667375156672989,1.12261588673526,0.457944054312969
"Default on debt",0.0430865248652027,0.504546330358821,-0.163737761446283,-0.134339797904289,-0.0913163393532322,0.431644710741899,-1.30089006856169,-0.224889380981589,-1.10625858493545,-0.844036011864593,-0.798066364654033,0.852921623888689,0.0296196986874289,-1.39908389112332,-0.832141876312054,0.681390318445771,-0.796595270287596,-0.831634335248479,-0.368776488258053,0.555933285805111,-0.33967267204647,-0.0964903900714125,-0.0437614512085218,1.03664605735239,-0.222085201374201,-1.06165606883869,-0.0527563165402873,-0.0163905145558098
"Detain illegally",0.312032899815595,-0.0453769413645584,1.01568560436293,0.621387462436821,-0.060451512302746,-0.0960142401783022,-0.0273758504181473,0.0849000697031106,0.449794546327757,0.0451382114217381,-0.604725411152326,0.665036416036036,1.022966138517,-0.34057095774179,0.113918678362991,0.0664190243582432,0.413490410428372,0.466567200494412,0.482805972160219,-0.115491723556405,0.282590647291069,0.3998852324197,-0.211294076925219,0.271840471469283,1.71749088449147,1.01408937117311,0.459606832956752,-0.111035603901411
"Distribute obscenities",-0.61206028484627,-0.275585847262294,0.0582583373158642,0.345123376641377,0.131330411474564,-0.0451227310524023,0.68737590496874,-0.306995231632985,-0.0129279990492043,-0.479471232102474,0.878337150784982,0.232676765108445,0.452275080770558,1.12528354712188,1.4109726119503,0.638121380089313,0.0056161999535829,0.318779025875914,0.151635015330891,0.610283900465608,-0.613111704314297,-0.147057692362651,1.57965037502649,0.182137082787371,-0.414048387250366,-0.860668511994583,-0.328986884095213,-0.471574241127314
"Domestic violence",0.897241285453352,-0.179891323443619,1.29914230577662,-0.50509413812576,1.55519846401934,-1.1810992784143,-0.82160938191029,1.05231274026235,1.4195540401208,-0.261781471525094,-0.378518524316647,0.471265080117825,0.925523389248447,0.091781031842476,0.291358179179902,-1.3072147668347,0.213336160586565,-0.702555697254157,1.10009061278087,-1.57774857633066,0.150860379779451,-1.71464406339104,0.481174109370463,0.111858481497242,1.87241479146017,1.25054532040147,1.08241531124698,1.78622483844102
"Dope in sports",-1.19702304954438,-1.5584455473649,-1.73016284516836,-0.350301080255516,-0.666678389602384,0.853523876996168,0.975693193032476,-0.895005818621265,-1.48253800239251,0.917510484461458,-0.120201878819661,0.186611926867377,0.782715852742127,0.742141687548499,-0.608491487974812,-0.613306226661745,-1.76336411193932,-0.209318841160703,-2.02893219392196,0.893752663901092,1.4380576754799,-0.45731367914783,0.190868837232085,-1.18169769382081,-0.61170992372768,0.567075029060452,-0.569809288916018,0.0984911892880297
"Drug abuse",0.752692018276896,1.33296938688711,0.682681406600033,1.12530951603335,1.50133478271942,-0.0465338820429139,2.24778401551974,0.79687231601356,0.642255574216395,3.37232614601729,3.14854388797424,0.97221381935069,0.877700495078892,2.85506913081936,1.11022541330131,0.152273015115373,0.866773867255743,1.20952919356839,1.89580205463202,0.0556835046825221,-0.473133015876585,1.20337550882638,1.02846803641855,1.35821991895657,0.685377131858581,0.974680046301716,0.785959882527693,2.85303169940643
"Drunk-driving",1.11227325315387,0.170854167831571,0.550771925865541,0.89636559011881,0.275936033146226,-0.0752700476678788,-0.123566109116862,0.949473088941407,0.980314483916006,2.25941406883111,0.529057072446252,0.955251960308437,0.800236221804245,-0.46723125695522,-0.286338040514309,-0.734684027765574,1.07878265296189,1.07208000147384,0.511478782275312,-0.926152453802951,0.71812710310312,-0.525314991319925,0.00528555823951466,0.557055806237429,-0.136253795444413,0.102607985933321,-0.759761771199517,1.94305860080236
"Electoral fraud",1.36611276532104,1.62616609807154,-0.762509563017509,1.6680262681866,0.645071751145681,1.86047385651932,1.83056403316551,1.30213908925292,0.592240723725207,-0.254921923925807,0.108509038592486,0.705297532004462,0.80265194758204,-0.138422963025164,1.11357302672297,1.19871564736694,0.663982854841171,0.508466703825903,0.497362937295574,1.44933498341238,1.73226007284541,1.41832690933521,1.28390676504217,0.507156667330432,-0.814713663893568,1.36314339146259,-0.551753470833056,-1.52479662600134
"Engage in espionage",1.30662907011394,2.18268605931147,0.176341368572326,1.14270292952522,1.40829751501956,0.915467907488758,0.326667263192032,0.948051342609781,0.523297947358907,-0.445375245506017,-0.607362800864311,0.617745581406457,0.950080240764084,0.621502268207611,0.580004438496017,1.59621930083945,0.917471620359387,1.04430853693566,0.293565425400603,0.672478933736897,0.986092332888451,1.24688247079771,1.06443584334711,1.30462427535588,0.176799340706142,1.57582863680026,1.92159211791911,-0.608344845686115
"Engage in group fight",0.299294074809486,0.179292197440738,0.568740364747644,-0.121312342454912,0.467095601395944,-0.184609578960672,-0.0297209397026016,-0.073309349009781,1.20645818589769,2.28149667661064,-0.132804317126045,0.362157040351998,0.295179012425343,0.326185829536168,0.563607964594037,0.380885164145976,0.967302745204848,1.39348280125364,0.245042208282753,-0.109894069686838,0.0475186973434978,0.029157246390997,0.608669142246128,0.246858066434139,0.243042666444485,0.32348786866489,0.846434458868584,1.87859903168003
"Engage in group orgy",0.901284621598148,1.71862043033826,-1.21672351217057,1.9604985112483,1.11000697691166,0.0023860189614908,2.22914532214997,1.22990465426389,0.642255574216395,0.652690374113218,2.72359277999614,0.980694748871817,1.05775258971726,2.61551134832572,1.85833730795959,1.03083850631507,1.18222655323397,1.05492166939297,0.659430482469194,1.30033125759506,0.397158056251805,1.41531293176274,2.0763949517966,1.28956144741581,0.00798570414714019,-0.29373722420183,-0.231248044163984,0.102285554506449
"Evade taxes",0.700588118411003,2.17116353988719,0.289701078578529,1.432315747476,1.21076025405394,2.03375925087866,2.06224429515697,1.45371912122473,0.00554339459810939,0.930862758932798,0.365225374463264,2.06019592077523,0.759410456159498,1.16611726004693,1.0022757493277,1.65690820139136,0.786886498728791,1.60325815418986,-0.159464974417871,1.38438539155798,0.869987458213847,1.55358226651267,0.364079897625151,-0.285570889944642,-0.130911591755837,0.697125801136049,0.467403663492577,-0.118799458886793
"Extortion",0.299236171059458,0.13282495053168,0.802633667117234,0.560715029035724,0.129165315484209,0.398188851392382,0.186770839362267,0.221549050456261,0.577818748359606,0.116231970707968,-0.363302814439807,-0.00866625783561742,0.695973497234584,-0.0786732462333416,-0.238598242589031,1.1327550492645,0.539935161076938,0.5024528927595,0.455963341414175,0.73170548640927,0.111463533178902,0.706821246327177,-0.149038125887286,0.30079598188351,1.49810438634728,1.17501078106463,1.07652176716275,-0.301114491670495
"Failure to support parents",0.184992072254677,0.288490227677025,1.8592970632798,0.411052864016943,1.29765096689472,-1.13985024946088,-2.05130229750147,0.285991467515985,-1.48732411248736,-1.05708549024245,-1.108326393435,0.875288910537814,0.190990180644179,-1.14409515958197,-1.20106253910662,-1.38030327181358,-1.19493475895908,-0.890878120379206,-0.749683742633177,-0.65055553701536,-1.22317606892489,-1.01477498552566,0.357417933763878,1.36727378333557,0.040038926278596,0.554689241243729,0.421068213451106,-1.90958806737205
"False advertising",-0.226132273442463,-0.363422012833607,0.0932109145677767,-0.33360118404801,-0.598124613402485,2.22259691069986,-0.561999009974113,0.242201680501908,-0.0573673636486484,-0.953143168973255,-1.47252130192368,0.581093304964613,-0.127487737779094,-0.840237088497555,-0.711354518567464,1.22534268635553,0.0293220937659346,0.440507352540003,-0.488628834539143,1.02839141242089,1.01172378965053,0.246985625491716,-0.618274259175522,-0.397475281871467,-0.323230924544574,0.0809328572540551,-0.983134414092456,-1.10689680135403
"Falsely accuse",0.552209934430762,0.999369404515253,0.602070057262288,0.0508847984038853,0.3616282533961,1.38719552431695,-0.0820526557023595,0.26166380806372,0.577616498435386,0.148419474912283,0.23618262963222,0.448819311761159,0.256191769732493,-0.126660715112219,0.283364898152687,0.55941312079328,-0.109627303629236,0.247749919801816,0.663635827952741,0.877778575093659,0.846739700147513,1.09117334374243,0.112099045481905,0.318534492767901,-0.531576868399039,1.21113599553007,0.68322205431074,-0.273284328493872
"Fight",-0.645965343143778,-1.18204324617164,-0.403052704792712,-1.11538934836686,-2.43050992307895,-1.75496734788905,-0.882351552267152,-0.735770229479164,0.492064780489932,2.03576347143617,-0.730525519145173,0.0234900060293604,-0.0240378338829031,-0.540789860380494,-0.68337803497221,-0.876291462386709,-0.42507998960746,-0.196997698443064,-0.720974172505116,-0.928529550351676,-0.0163333180651197,-1.30247284471529,-1.36339112433069,-0.374180443312994,0.40615795240234,-0.258268831817577,0.723781796994101,1.25435899386382
"Flattery",-1.31153637885355,-0.884819857622244,-1.23278280442145,-1.23487370749688,-0.596160833355092,-0.0180756704009287,-0.698876914408412,-1.27477993421842,-1.42750189091118,-0.939985615171289,-0.614414859733619,-1.97721115582513,-1.45962692880804,-1.13490590339998,-1.00199909814038,-0.37921377769645,-1.25595983213939,-1.14258835969452,-1.4187986886812,-0.155854317188537,-1.01268254607941,-0.232767679579561,-0.455386268676418,-1.12819758612671,-1.30904557854314,-1.14216368964739,-1.16012901921411,-1.63659613779083
"Fraud",1.28514884684472,0.899999197000231,0.303871042329304,0.4132094360339,1.16499281823866,2.09277101957278,1.53922243788432,1.38985901516253,1.28460638979018,1.14074382327917,0.882508791242882,1.3302658354359,1.24987383981019,0.260390755273131,0.870871053653026,1.84347037716207,1.46317660168332,0.973853113697096,1.11360779469227,1.63398052917413,1.4749681784582,1.75303254373171,0.899178352053728,1.28557680397818,0.413993184478918,1.10792109705738,0.883911661108009,-0.763112432701625
"Gamble",0.0870189272076976,0.697982841063101,-1.34965472766502,0.0758599562383673,0.374811671896081,-0.0630334936242813,1.792928210015,0.263535166483125,-0.157982033642618,2.53570344058422,1.70015032099131,-0.200577577285112,0.196014890261994,1.755298950959,0.310145805525921,0.460766281111744,0.642317148386623,0.170214478107449,0.545886154413424,0.841090832667794,-0.276103939758565,-0.147571438539775,0.163745127225478,-0.29637379630595,-0.344599739298878,-0.916967547525144,-0.389802162274644,1.30479577952795
"Hack",-0.511705848079398,0.599704613850442,1.24889862478486,0.420911478951606,-0.211850451353055,0.748921076300897,-0.115745678332341,-0.724542078962734,0.364102809203997,0.0105829184466049,0.596270076746964,0.0853509037128725,0.103057762332417,0.749626754402192,0.520567220601338,0.822133238814029,0.789643952277551,1.00889465420389,0.482805972160219,1.1741769152184,0.728078066543424,1.72657461560981,0.216089128992614,-0.279397800595322,-0.710718765422622,-0.933857258184312,0.559109241699656,-0.831718523814277
"Harass others",1.13478728396012,-0.176511384412496,-1.59962742152485,-0.437198795986437,-0.00970470102001956,-0.847126877326537,1.09800961827164,0.656988274163033,0.0975763032970067,-0.399913930044074,1.3274837734189,0.204976646431923,-0.127021046483321,1.00104480354139,0.974487659561375,-0.674369750056573,0.110062959819885,0.00881101880343804,1.46580547893934,0.180148279973776,-0.619556395310509,-0.0780444559022815,0.904848952245168,0.827342808650328,0.435361999233222,-0.11414330085934,0.201432083484789,1.09817994550095
"Harbor fugitives",-0.28854479547239,-0.0827830751263501,-0.826456066097931,1.42649020228733,-0.989672142851907,1.36114350603058,-0.621141017782059,0.00528770460523068,-0.0965602874253689,-0.204080571131089,-0.985102552217028,0.609956972662565,0.614950054647317,-0.626556251412385,-0.383288403245337,-0.0527551850967655,0.698647985168448,0.577970585822845,-0.434282831367151,-0.385052137880817,0.385418803729475,0.218215839572753,0.0642915238679216,-0.517061740544111,-0.107405895526102,-0.111891339438118,0.170567186664401,-0.0467065197368227
"Hijack vehicles",0.963334280127902,-0.399457362811582,-0.128857850675144,1.36733851267935,-0.515069076852607,-1.265768337845,0.0563037989271378,0.813714541788205,1.14942370726739,0.552890681590254,-0.54355045451929,0.0974665173144822,1.04205037216159,-0.773584350324199,0.35318654951862,0.574882162491413,1.3052877658958,1.25910862939288,0.604114014954845,0.744544142073416,0.751873848683281,1.17172874431552,0.294605131643316,1.50874041425747,0.739867609482056,0.457667236679394,0.655641429286055,1.31825312816928
"Hire child labor",-0.0421604788542461,-0.0795071342192612,0.652452150598378,0.507995910874472,0.207382256946327,-0.148136753359755,-0.319695996167014,0.203277425378282,0.395106166818418,-0.443976435799495,-0.64486783507629,0.628985612848623,0.280400454725887,-0.371315471701477,-0.350768730006409,0.631940103181248,0.446170285951445,-0.386743296294717,0.827644301811075,0.827574295984582,0.273419989124546,0.40727443275451,-1.27152740122937,0.274396903920269,0.125514185295813,-0.436173784094151,-0.724201016801881,-1.48686899828564
"Human trafficking",1.20554566649405,1.01533961643731,1.33827839613591,0.925857412636427,-0.00256368266586322,0.865069657827627,0.272373747907303,1.40810475975173,1.14558484812881,0.0804897785393412,-0.106169997279452,1.23448121966788,0.685332935690976,-0.336910896556112,0.925269771754909,1.3458775860628,0.959719747945756,0.928675590399084,0.857344554288626,0.849538668094803,0.860144657419633,1.32893507451557,0.108129625347897,-0.0845275165004074,2.51027391187615,1.58270963003178,0.594315098348813,-0.591220248375421
"Incest",0.811657337055171,1.67603319854611,-1.52405428152072,0.226039523743082,1.40136052576123,-0.306185664297062,1.29721065366113,1.38073614286793,-0.251284590991677,0.30508616204267,2.50110528890814,-0.375042413148289,1.53510000340968,1.54514678824771,1.89978395032293,-0.215306918350916,-0.503943161102016,0.251765699650528,0.688867900854023,-0.766411565728614,-0.254529097285094,-0.0593440950549555,1.64089285709404,0.745197851628346,-0.217099144598197,-0.826889090676246,-0.797167993889247,0.405075898936324
"Incite evil behavior",1.13800357407529,0.428958602935522,0.509550213136013,0.727424779647523,0.408369464441485,0.263406190054923,0.696112792485823,0.889759743013119,0.829950858436118,0.209839937480446,0.614006841770764,0.135890320451015,0.42966388749039,0.172207311403068,0.827069488428133,-0.05586743640712,0.976362949722205,1.06112787461371,0.9989165542319,0.910867759051914,0.9993499829378,0.562706003433582,-0.279275469549094,0.764368723552066,0.610586280218516,0.207887182375471,0.854221929463789,0.391343910526806
"Incite suicide",-0.266228690211689,0.0269609452611184,1.50642863264511,-1.04703628481986,-1.0608626027518,0.201828692287141,-0.457156359769118,0.337079552365743,1.30955897419093,-0.710799387318437,-1.6371620453288,0.189891341075332,0.662953976888943,-0.669488456294635,0.737205632031255,-1.19277284007966,0.2020699932302,-0.730092473359613,0.867595083904771,-0.929575472833115,-0.999019801167437,-0.442256245738295,-0.209991045391867,1.77017074820114,1.33819442260257,0.41294078067456,2.42631755587085,0.676969269444783
"Infidelity",-0.180675373147938,2.26150009217357,-2.30726682338176,-1.01441323176333,0.735557941759184,0.648265551103561,0.44830289200129,0.67081080794273,-0.165560041292798,-0.0905862381247006,0.662549567099056,-0.175654029304658,0.594761489218597,1.0340592948425,0.572737819380367,-1.25615902510055,-0.918401560211934,-1.00882410194978,-0.0963847921646661,-0.401289535844418,-0.626118262506651,-0.175593957292012,1.78688503656819,0.483493158158042,-0.840356241598734,-0.686141501849843,-1.02401863471728,0.286980798614468
